sale_id,listing_id,customer_id,agent_id,sale_date,sold_price,commission_rate,commission_value,payment_status
S049101,LST-49101,C035322,A0822,9/15/2024,14972106,0.022,329386,Paid
S049103,LST-49103,C001013,A3064,4/18/2024,9812632,0.027,264941,Paid
S049104,LST-49104,C002929,A2266,10/11/2024,9228096,0.028,258387,Paid
S049109,LST-49109,C026260,A2839,9/1/2024,32868526,0.022,723108,Paid
S049112,LST-49112,C031714,A2318,4/21/2024,4786035,0.028,134009,Paid
S049113,LST-49113,C024934,A0265,9/28/2024,19822236,0.027,535200,Paid
S049114,LST-49114,C006270,A3128,1/26/2024,11424550,0.022,251340,Paid
S049115,LST-49115,C028093,A1832,8/16/2024,20778381,0.025,519460,Paid
S049116,LST-49116,C025254,A3155,8/20/2024,7995500,0.027,215879,Paid
S049117,LST-49117,C009921,A3226,4/23/2024,2412576,0.028,67552,Paid
S049118,LST-49118,C041284,A0182,8/22/2024,8964093,0.028,250995,Paid
S049119,LST-49119,C021886,A1497,3/30/2024,24720970,0.022,543861,Paid
S049120,LST-49120,C027729,A1626,4/2/2024,3909294,0.025,97732,Paid
S049121,LST-49121,C003460,A1407,4/18/2024,10101867,0.028,282852,Paid
S049122,LST-49122,C037431,A1440,11/2/2024,20423802,0.027,551443,Paid
S049123,LST-49123,C043461,A2067,9/19/2024,28476294,0.022,626478,Paid
S049125,LST-49125,C000554,A3296,3/1/2024,9375823,0.028,262523,Paid
S049127,LST-49127,C007098,A1502,2/7/2024,5135312,0.022,112977,Paid
S049130,LST-49130,C045565,A1580,3/2/2024,9444583,0.028,264448,Paid
S049133,LST-49133,C043249,A1745,8/20/2024,7214155,0.028,201996,Paid
S049135,LST-49135,C003268,A3009,10/12/2024,5824455,0.028,163085,Paid
S049136,LST-49136,C012326,A0985,1/31/2024,12548534,0.028,351359,Paid
S049137,LST-49137,C019986,A3063,9/24/2024,5658203,0.028,158430,Paid
S049140,LST-49140,C000056,A0587,9/20/2024,1576259,0.028,44135,Paid
S049142,LST-49142,C005253,A2380,10/18/2024,8786879,0.023,202098,Paid
S049143,LST-49143,C022608,A2800,9/2/2024,6088862,0.025,152222,Paid
S049146,LST-49146,C030686,A0746,3/3/2024,4002568,0.025,100064,Paid
S049147,LST-49147,C026518,A2415,10/8/2024,15176448,0.022,333882,Paid
S049152,LST-49152,C020265,A0141,8/1/2024,45916588,0.022,1010165,Paid
S049154,LST-49154,C032035,A1855,10/17/2024,8663176,0.028,242569,Paid
S049155,LST-49155,C043231,A2347,4/19/2024,8373836,0.028,234467,Paid
S049157,LST-49157,C018230,A1027,3/3/2024,5964939,0.028,167018,Paid
S049158,LST-49158,C008728,A0619,3/1/2024,7542053,0.023,173467,Paid
S049159,LST-49159,C031903,A1779,1/25/2024,7500009,0.025,187500,Paid
S049163,LST-49163,C020429,A1847,10/23/2024,5973420,0.022,131415,Paid
S049165,LST-49165,C021912,A0823,9/21/2024,10583902,0.028,296349,Paid
S049168,LST-49168,C022459,A3553,10/10/2024,15706392,0.027,424073,Paid
S049169,LST-49169,C040551,A2327,2/6/2024,29807274,0.022,655760,Paid
S049172,LST-49172,C002041,A0566,1/31/2024,4649950,0.028,130199,Paid
S049173,LST-49173,C015361,A0567,9/30/2024,6071124,0.028,169991,Paid
S049174,LST-49174,C000987,A0356,10/13/2024,13946331,0.028,390497,Paid
S049175,LST-49175,C006602,A1737,9/1/2024,9591905,0.027,258981,Paid
S049176,LST-49176,C018777,A1891,2/14/2024,9389809,0.035,328643,Paid
S049177,LST-49177,C002603,A2581,3/17/2024,12598389,0.022,277165,Paid
S049178,LST-49178,C014528,A3198,1/24/2025,15191240,0.027,410163,Paid
S049179,LST-49179,C026339,A2131,2/27/2024,5590727,0.028,156540,Paid
S049181,LST-49181,C029195,A2647,8/10/2024,5927030,0.028,165957,Paid
S049182,LST-49182,C006869,A3028,4/30/2024,14883020,0.022,327426,Paid
S049183,LST-49183,C031575,A2955,3/17/2024,5426332,0.028,151937,Paid
S049184,LST-49184,C028520,A0297,10/7/2024,6615339,0.028,185229,Paid
S049186,LST-49186,C016914,A0751,10/7/2024,7908583,0.028,221440,Paid
S049187,LST-49187,C045697,A3404,2/22/2024,15293963,0.028,428231,Paid
S049189,LST-49189,C004557,A0959,3/31/2024,9768974,0.028,273531,Paid
S049190,LST-49190,C048800,A1830,2/14/2024,9678069,0.028,270986,Paid
S049194,LST-49194,C003422,A3307,8/13/2024,12793084,0.028,358206,Paid
S049196,LST-49196,C040014,A2076,10/11/2024,17100732,0.022,376216,Paid
S049197,LST-49197,C011661,A1015,4/7/2024,7417277,0.028,207684,Paid
S049198,LST-49198,C004910,A2659,7/26/2024,15569252,0.028,435939,Paid
S049200,LST-49200,C041768,A2562,9/26/2024,66859876,0.022,1470917,Paid
S049203,LST-49203,C019679,A1981,10/13/2024,6678854,0.028,187008,Paid
S049205,LST-49205,C045193,A1158,3/22/2024,4519198,0.028,126538,Paid
S049206,LST-49206,C031243,A2629,3/31/2024,5093089,0.022,112048,Paid
S049207,LST-49207,C003477,A3198,12/26/2024,17735630,0.027,478862,Paid
S049208,LST-49208,C046610,A0059,8/2/2024,9671356,0.028,270798,Paid
S049210,LST-49210,C007053,A2023,4/22/2024,6586923,0.028,184434,Paid
S049212,LST-49212,C016892,A2131,9/17/2024,6447030,0.028,180517,Paid
S049213,LST-49213,C028054,A0833,9/24/2024,10115056,0.027,273107,Paid
S049214,LST-49214,C018104,A0833,3/23/2024,72686566,0.022,1599104,Paid
S049216,LST-49216,C009801,A0329,9/8/2024,72675498,0.022,1598861,Paid
S049217,LST-49217,C048491,A3039,3/15/2024,8987312,0.028,251645,Paid
S049220,LST-49220,C007293,A0806,3/31/2024,8530579,0.023,196203,Paid
S049221,LST-49221,C040049,A2686,8/11/2024,7570944,0.028,211986,Paid
S049223,LST-49223,C036093,A3284,9/5/2024,9596042,0.027,259093,Paid
S049224,LST-49224,C030467,A3273,4/11/2024,24809879,0.022,545817,Paid
S049226,LST-49226,C021536,A0108,10/4/2024,7574548,0.027,204513,Paid
S049228,LST-49228,C007486,A2718,4/21/2024,7811961,0.025,195299,Paid
S049229,LST-49229,C025472,A0192,9/8/2024,8179443,0.023,188127,Paid
S049230,LST-49230,C017805,A0443,9/12/2024,4696552,0.028,131503,Paid
S049232,LST-49232,C023322,A1049,9/17/2024,14194408,0.027,383249,Paid
S049235,LST-49235,C029035,A0510,4/8/2024,5402739,0.025,135068,Paid
S049237,LST-49237,C041374,A1033,8/24/2024,75675103,0.022,1664852,Paid
S049242,LST-49242,C002671,A0089,4/3/2024,11458728,0.028,320844,Paid
S049243,LST-49243,C047457,A0906,3/30/2024,5914411,0.028,165604,Paid
S049244,LST-49244,C015554,A1592,8/13/2024,9736937,0.028,272634,Paid
S049245,LST-49245,C025250,A2483,8/27/2024,5977641,0.028,167374,Paid
S049246,LST-49246,C005941,A1254,9/11/2024,5351657,0.022,117736,Paid
S049249,LST-49249,C026637,A3422,10/8/2024,75809286,0.022,1667804,Paid
S049250,LST-49250,C022962,A3031,2/23/2024,24300815,0.022,534618,Paid
S049251,LST-49251,C003133,A2204,4/5/2024,11063303,0.022,243393,Paid
S049252,LST-49252,C028153,A2854,2/5/2024,7273607,0.028,203661,Paid
S049254,LST-49254,C003479,A2225,1/28/2024,9065734,0.028,253841,Paid
S049256,LST-49256,C045644,A3486,9/29/2024,5068375,0.028,141915,Paid
S049263,LST-49263,C015643,A2174,9/21/2024,11458855,0.028,320848,Paid
S049264,LST-49264,C010073,A1731,4/18/2024,12534124,0.028,350955,Paid
S049265,LST-49265,C031519,A2495,3/26/2024,15585801,0.028,436402,Paid
S049271,LST-49271,C011832,A0144,4/21/2024,7364864,0.028,206216,Paid
S049272,LST-49272,C014235,A1008,8/16/2024,16930347,0.027,457119,Paid
S049274,LST-49274,C028792,A0096,9/3/2024,23089636,0.022,507972,Paid
S049278,LST-49278,C029233,A0496,2/22/2024,8336856,0.028,233432,Paid
S049279,LST-49279,C026943,A0721,9/19/2024,5431100,0.028,152071,Paid
S049280,LST-49280,C006970,A0212,4/21/2024,4045947,0.022,89011,Paid
S049281,LST-49281,C034393,A0510,8/2/2024,18745516,0.027,506129,Paid
S049285,LST-49285,C048131,A2528,10/30/2024,8820594,0.028,246977,Paid
S049286,LST-49286,C043551,A2809,2/27/2024,15984728,0.028,447572,Paid
S049288,LST-49288,C029713,A0875,10/14/2024,3222643,0.028,90234,Paid
S049290,LST-49290,C030324,A1610,10/5/2024,14736923,0.028,412634,Paid
S049292,LST-49292,C037900,A1118,9/24/2024,5641584,0.027,152323,Paid
S049297,LST-49297,C015537,A0129,3/10/2024,6551056,0.028,183430,Paid
S049299,LST-49299,C026632,A1535,3/23/2024,4117238,0.022,90579,Paid
S049300,LST-49300,C031024,A2375,9/27/2024,12040766,0.028,337141,Paid
S049301,LST-49301,C028547,A1168,11/20/2024,20655844,0.027,557708,Paid
S049302,LST-49302,C040578,A3383,9/16/2024,9906852,0.027,267485,Paid
S049303,LST-49303,C027281,A1824,9/13/2024,7398766,0.025,184969,Paid
S049305,LST-49305,C003165,A3087,3/19/2024,10150780,0.022,223317,Paid
S049306,LST-49306,C048690,A2678,1/30/2024,51695236,0.022,1137295,Paid
S049308,LST-49308,C046913,A2346,8/4/2024,14077306,0.028,394165,Paid
S049310,LST-49310,C037536,A0247,3/7/2024,19171104,0.028,536791,Paid
S049311,LST-49311,C047374,A1086,8/3/2024,1874087,0.028,52474,Paid
S049317,LST-49317,C036160,A1620,3/6/2024,30739790,0.027,829974,Paid
S049320,LST-49320,C041164,A0632,2/9/2024,4681901,0.022,103002,Paid
S049321,LST-49321,C048463,A3159,9/7/2024,5984428,0.028,167564,Paid
S049323,LST-49323,C025006,A2259,4/16/2024,7374529,0.028,206487,Paid
S049329,LST-49329,C014854,A2398,2/24/2024,13825582,0.028,387116,Paid
S049330,LST-49330,C045667,A1832,8/22/2024,6349224,0.028,177778,Paid
S049331,LST-49331,C024193,A0580,2/14/2024,15207903,0.022,334574,Paid
S049332,LST-49332,C015458,A0724,10/8/2024,14815858,0.028,414844,Paid
S049333,LST-49333,C030263,A2980,4/22/2024,12353739,0.028,345905,Paid
S049336,LST-49336,C036654,A0260,3/10/2024,5183904,0.022,114046,Paid
S049337,LST-49337,C040585,A0718,9/8/2024,6156086,0.022,135434,Paid
S049338,LST-49338,C021768,A0863,4/23/2024,5861728,0.022,128958,Paid
S049341,LST-49341,C025649,A2606,4/8/2024,8480290,0.028,237448,Paid
S049343,LST-49343,C035637,A0130,10/19/2024,13862354,0.028,388146,Paid
S049344,LST-49344,C003399,A1012,9/22/2024,7075910,0.028,198125,Paid
S049345,LST-49345,C019230,A2410,8/26/2024,6801364,0.028,190438,Paid
S049346,LST-49346,C006283,A2854,8/23/2024,6896282,0.028,193096,Paid
S049348,LST-49348,C029905,A0848,4/12/2024,12825210,0.022,282155,Paid
S049351,LST-49351,C006939,A1030,9/24/2024,5375592,0.028,150517,Paid
S049354,LST-49354,C040648,A0307,4/20/2024,5078526,0.023,116806,Paid
S049355,LST-49355,C048782,A2179,4/15/2024,5068360,0.028,141914,Paid
S049356,LST-49356,C004366,A0985,3/16/2024,8984496,0.028,251566,Paid
S049357,LST-49357,C024515,A2529,9/20/2024,15683592,0.023,360723,Paid
S049358,LST-49358,C006712,A2171,2/18/2024,17431234,0.023,400918,Paid
S049359,LST-49359,C048958,A1808,9/17/2024,5105821,0.028,142963,Paid
S049360,LST-49360,C030283,A1161,3/26/2024,5146883,0.028,144113,Paid
S049362,LST-49362,C001151,A1107,9/28/2024,47158624,0.027,1273283,Paid
S049366,LST-49366,C040917,A3360,4/9/2024,30731725,0.027,829757,Paid
S049367,LST-49367,C043435,A3307,4/1/2024,24663013,0.025,616575,Paid
S049368,LST-49368,C034876,A2489,8/22/2024,24573076,0.027,663473,Paid
S049372,LST-49372,C042061,A0728,9/20/2024,5967467,0.022,131284,Paid
S049373,LST-49373,C006566,A0370,9/22/2024,7879466,0.028,220625,Paid
S049374,LST-49374,C049636,A0966,4/20/2024,7772985,0.028,217644,Paid
S049377,LST-49377,C024689,A0517,3/5/2024,21060573,0.023,484393,Paid
S049379,LST-49379,C034531,A2839,9/24/2024,8626515,0.027,232916,Paid
S049380,LST-49380,C047976,A2594,9/30/2024,6418666,0.028,179723,Paid
S049385,LST-49385,C003434,A0797,4/6/2024,7962506,0.028,222950,Paid
S049386,LST-49386,C047922,A2759,5/6/2024,7756998,0.028,217196,Paid
S049388,LST-49388,C034496,A3543,9/27/2024,6397921,0.028,179142,Paid
S049389,LST-49389,C014680,A3364,3/10/2024,4580288,0.028,128248,Paid
S049391,LST-49391,C047565,A2612,10/24/2024,27899157,0.028,781176,Paid
S049393,LST-49393,C048450,A1699,3/17/2024,6034349,0.028,168962,Paid
S049394,LST-49394,C048966,A3356,10/28/2024,4026395,0.028,112739,Paid
S049400,LST-49400,C031594,A1491,3/26/2024,5572266,0.028,156023,Paid
S049401,LST-49401,C035833,A3151,3/27/2024,23705248,0.022,521515,Paid
S049403,LST-49403,C013257,A2592,9/28/2024,6679590,0.028,187029,Paid
S049406,LST-49406,C015755,A2589,9/7/2024,6107280,0.028,171004,Paid
S049407,LST-49407,C033726,A1386,3/4/2024,4682231,0.022,103009,Paid
S049408,LST-49408,C005755,A2820,9/11/2024,2234585,0.028,62568,Paid
S049409,LST-49409,C030248,A3022,9/5/2024,5193295,0.028,145412,Paid
S049410,LST-49410,C011142,A1278,2/21/2024,5507051,0.028,154197,Paid
S049411,LST-49411,C021738,A2971,3/28/2024,6627745,0.023,152438,Paid
S049412,LST-49412,C023646,A3089,9/9/2024,23183179,0.022,510030,Paid
S049417,LST-49417,C007275,A1314,10/8/2024,11004281,0.028,308120,Paid
S049418,LST-49418,C001050,A2567,10/24/2024,9127850,0.022,200813,Paid
S049420,LST-49420,C015796,A1433,9/5/2024,5649850,0.022,124297,Paid
S049422,LST-49422,C031520,A1268,8/19/2024,5748426,0.022,126465,Paid
S049424,LST-49424,C043815,A0224,10/18/2024,5789153,0.028,162096,Paid
S049427,LST-49427,C047283,A1527,3/29/2024,5743888,0.028,160829,Paid
S049428,LST-49428,C037822,A3327,2/18/2024,5626103,0.028,157531,Paid
S049429,LST-49429,C002979,A2911,4/11/2024,3939329,0.022,86665,Paid
S049430,LST-49430,C014795,A1202,3/24/2024,5621827,0.028,157411,Paid
S049433,LST-49433,C048233,A2127,3/16/2024,5454283,0.028,152720,Paid
S049434,LST-49434,C036141,A2709,4/8/2024,5321232,0.027,143673,Paid
S049436,LST-49436,C006772,A0996,9/12/2024,5405828,0.028,151363,Paid
S049437,LST-49437,C048157,A3488,3/24/2024,4562023,0.028,127737,Paid
S049438,LST-49438,C048992,A0563,3/8/2024,8506589,0.028,238184,Paid
S049444,LST-49444,C006319,A1880,8/9/2024,300426854,0.01,3004269,Paid
S049445,LST-49445,C026901,A0296,8/9/2024,9396670,0.028,263107,Paid
S049446,LST-49446,C005933,A2476,3/13/2024,7024594,0.022,154541,Paid
S049447,LST-49447,C027105,A2328,2/22/2024,4366746,0.025,109169,Paid
S049453,LST-49453,C013482,A0256,4/20/2024,5564736,0.028,155813,Paid
S049458,LST-49458,C002520,A3474,3/7/2024,5788262,0.028,162071,Paid
S049459,LST-49459,C003482,A2251,8/17/2024,5400207,0.028,151206,Paid
S049460,LST-49460,C036904,A2893,5/28/2024,28659534,0.027,773807,Paid
S049465,LST-49465,C011717,A0234,2/26/2024,42225677,0.022,928965,Paid
S049466,LST-49466,C036175,A0324,8/25/2024,39161592,0.022,861555,Paid
S049468,LST-49468,C004591,A2157,9/21/2024,4265177,0.022,93834,Paid
S049469,LST-49469,C006620,A1573,9/3/2024,28209913,0.025,705248,Paid
S049470,LST-49470,C026766,A0107,11/4/2024,23679587,0.027,639349,Paid
S049473,LST-49473,C020321,A1264,10/9/2024,3212757,0.022,70681,Paid
S049477,LST-49477,C004164,A1164,9/5/2024,4849484,0.027,130936,Paid
S049478,LST-49478,C026628,A2147,2/27/2024,4992620,0.027,134801,Paid
S049479,LST-49479,C006248,A1295,10/22/2024,5020449,0.027,135552,Paid
S049482,LST-49482,C023134,A3469,4/30/2024,12867128,0.022,283077,Paid
S049484,LST-49484,C018643,A2066,4/3/2024,10429229,0.028,292018,Paid
S049489,LST-49489,C036790,A2153,10/21/2024,5414461,0.028,151605,Paid
S049493,LST-49493,C016098,A2472,8/14/2024,5478116,0.028,153387,Paid
S049494,LST-49494,C022248,A0225,3/22/2024,5439471,0.028,152305,Paid
S049495,LST-49495,C032543,A2873,2/25/2024,5757013,0.028,161196,Paid
S049496,LST-49496,C013504,A1812,8/14/2024,5797393,0.028,162327,Paid
S049497,LST-49497,C023317,A3482,3/31/2024,5638635,0.028,157882,Paid
S049498,LST-49498,C028213,A2387,3/2/2024,15309818,0.022,336816,Paid
S049502,LST-49502,C029692,A2252,10/21/2024,7334628,0.022,161362,Paid
S049503,LST-49503,C009732,A0796,3/31/2024,27853483,0.022,612777,Paid
S049504,LST-49504,C029935,A2763,8/9/2024,16518697,0.022,363411,Paid
S049505,LST-49505,C028144,A2906,4/6/2024,11730315,0.022,258067,Paid
S049509,LST-49509,C007347,A2641,8/10/2024,6440688,0.028,180339,Paid
S049513,LST-49513,C029847,A3552,10/2/2024,16190828,0.022,356198,Paid
S049514,LST-49514,C016016,A1053,10/21/2024,16287971,0.022,358335,Paid
S049515,LST-49515,C040169,A0156,3/17/2024,15412608,0.022,339077,Paid
S049516,LST-49516,C024375,A0879,8/2/2024,6684792,0.022,147065,Paid
S049520,LST-49520,C005173,A0283,8/20/2024,6727477,0.022,148004,Paid
S049522,LST-49522,C009747,A2090,9/16/2024,4183371,0.035,146418,Paid
S049523,LST-49523,C037274,A1729,2/18/2024,14962293,0.025,374057,Paid
S049526,LST-49526,C017385,A2615,3/6/2024,7317438,0.022,160984,Paid
S049528,LST-49528,C003305,A3601,2/14/2024,7179860,0.022,157957,Paid
S049530,LST-49530,C011117,A1868,8/10/2024,6439282,0.028,180300,Paid
S049534,LST-49534,C019910,A0156,3/7/2024,3028684,0.028,84803,Paid
S049535,LST-49535,C013379,A3401,3/24/2024,7747022,0.022,170434,Paid
S049538,LST-49538,C007977,A3106,4/9/2024,7715852,0.022,169749,Paid
S049542,LST-49542,C021037,A1550,8/8/2024,4051144,0.028,113432,Paid
S049545,LST-49545,C004948,A0081,10/10/2024,6460202,0.022,142124,Paid
S049546,LST-49546,C023095,A2766,8/10/2024,11609558,0.022,255410,Paid
S049547,LST-49547,C028458,A1510,3/30/2024,6388421,0.022,140545,Paid
S049548,LST-49548,C046340,A1783,10/29/2024,6061966,0.028,169735,Paid
S049550,LST-49550,C042171,A1134,10/18/2024,10671637,0.022,234776,Paid
S049553,LST-49553,C007237,A3005,2/7/2024,6395607,0.022,140703,Paid
S049556,LST-49556,C001310,A3405,9/10/2024,5768020,0.028,161505,Paid
S049557,LST-49557,C003649,A2900,3/22/2024,5829981,0.028,163239,Paid
S049559,LST-49559,C024021,A3026,10/28/2024,5659982,0.028,158479,Paid
S049562,LST-49562,C048903,A1249,2/7/2024,2704046,0.028,75713,Paid
S049563,LST-49563,C011133,A0662,4/10/2024,2928468,0.028,81997,Paid
S049568,LST-49568,C028435,A1845,3/9/2024,5336261,0.028,149415,Paid
S049570,LST-49570,C034673,A1362,10/26/2024,10482732,0.027,283034,Paid
S049572,LST-49572,C021643,A2422,3/24/2024,17557182,0.028,491601,Paid
S049574,LST-49574,C017780,A1758,8/13/2024,14317633,0.027,386576,Paid
S049575,LST-49575,C043918,A2030,10/28/2024,4098662,0.028,114763,Paid
S049576,LST-49576,C033710,A2038,4/7/2024,15569306,0.022,342525,Paid
S049577,LST-49577,C043825,A0971,8/8/2024,26326632,0.027,710819,Paid
S049578,LST-49578,C012710,A2399,4/30/2024,6114829,0.028,171215,Paid
S049579,LST-49579,C026751,A3475,3/29/2024,6387835,0.027,172472,Paid
S049580,LST-49580,C029494,A1749,4/26/2024,4380620,0.022,96374,Paid
S049582,LST-49582,C045077,A2509,3/23/2024,8970774,0.028,251182,Paid
S049584,LST-49584,C039249,A1902,3/13/2024,9349538,0.022,205690,Paid
S049588,LST-49588,C007203,A0465,8/27/2024,7091380,0.027,191467,Paid
S049589,LST-49589,C043425,A2988,9/1/2024,6816804,0.022,149970,Paid
S049590,LST-49590,C029090,A0268,3/24/2024,6881052,0.022,151383,Paid
S049591,LST-49591,C035768,A2347,3/17/2024,6555006,0.022,144210,Paid
S049593,LST-49593,C010795,A0962,8/17/2024,5467279,0.027,147617,Paid
S049594,LST-49594,C038648,A1805,2/20/2024,6611845,0.022,145461,Paid
S049595,LST-49595,C020255,A0904,8/3/2024,5562479,0.028,155749,Paid
S049597,LST-49597,C002957,A0378,10/5/2024,8323126,0.028,233048,Paid
S049598,LST-49598,C024662,A0941,8/31/2024,4510412,0.022,99229,Paid
S049603,LST-49603,C028040,A0836,4/27/2024,7337936,0.022,161435,Paid
S049604,LST-49604,C031475,A2879,3/9/2024,4308444,0.028,120636,Paid
S049606,LST-49606,C003440,A3453,3/18/2024,7481219,0.022,164587,Paid
S049615,LST-49615,C030232,A2596,8/5/2024,7636023,0.028,213809,Paid
S049616,LST-49616,C046099,A3450,10/7/2024,5158820,0.028,144447,Paid
S049619,LST-49619,C036792,A0086,3/29/2024,5174007,0.028,144872,Paid
S049621,LST-49621,C010374,A1668,3/24/2024,7671101,0.028,214791,Paid
S049622,LST-49622,C040779,A0346,4/29/2024,9193272,0.028,257412,Paid
S049624,LST-49624,C034589,A0033,3/30/2024,9872493,0.022,217195,Paid
S049627,LST-49627,C033185,A3469,10/18/2024,10272428,0.023,236266,Paid
S049629,LST-49629,C004129,A0413,8/26/2024,5783819,0.027,156163,Paid
S049632,LST-49632,C033071,A1149,8/3/2024,5687607,0.027,153565,Paid
S049635,LST-49635,C010654,A0848,8/13/2024,7074524,0.028,198087,Paid
S049636,LST-49636,C036539,A1418,10/24/2024,3181598,0.027,85903,Paid
S049637,LST-49637,C029298,A1117,10/21/2024,3159451,0.027,85305,Paid
S049639,LST-49639,C030413,A2118,8/30/2024,4328376,0.028,121195,Paid
S049640,LST-49640,C034604,A2228,10/8/2024,6024317,0.027,162657,Paid
S049643,LST-49643,C027469,A0389,5/6/2024,6085411,0.028,170392,Paid
S049644,LST-49644,C001486,A2610,8/29/2024,2775575,0.028,77716,Paid
S049645,LST-49645,C015423,A1356,3/24/2024,6672559,0.028,186832,Paid
S049646,LST-49646,C021332,A0734,10/15/2024,29244309,0.022,643375,Paid
S049649,LST-49649,C005899,A3259,4/9/2024,8259593,0.028,231269,Paid
S049650,LST-49650,C045023,A3615,4/29/2024,6828937,0.035,239013,Paid
S049651,LST-49651,C020277,A3362,4/30/2024,8211170,0.027,221702,Paid
S049654,LST-49654,C003627,A1235,10/12/2024,4628725,0.022,101832,Paid
S049658,LST-49658,C019261,A2401,8/23/2024,6166495,0.022,135663,Paid
S049661,LST-49661,C009794,A0570,3/25/2024,8793120,0.022,193449,Paid
S049666,LST-49666,C024866,A3091,9/4/2024,6028051,0.027,162757,Paid
S049667,LST-49667,C045211,A2783,10/13/2024,14451833,0.022,317940,Paid
S049669,LST-49669,C015492,A2359,9/28/2024,9150774,0.028,256222,Paid
S049670,LST-49670,C010083,A0516,10/15/2024,4276947,0.028,119755,Paid
S049672,LST-49672,C034069,A0860,9/23/2024,5101497,0.027,137740,Paid
S049674,LST-49674,C031355,A0988,10/22/2024,5395355,0.028,151070,Paid
S049676,LST-49676,C021255,A0074,2/24/2024,6436313,0.028,180217,Paid
S049680,LST-49680,C024214,A0405,3/5/2024,3217065,0.025,80427,Paid
S049682,LST-49682,C040766,A0624,10/9/2024,3185578,0.025,79639,Paid
S049684,LST-49684,C021043,A0764,8/30/2024,5070244,0.028,141967,Paid
S049686,LST-49686,C041679,A1933,2/27/2024,7040364,0.028,197130,Paid
S049687,LST-49687,C046400,A3594,2/5/2024,3233244,0.028,90531,Paid
S049688,LST-49688,C047416,A1506,9/13/2024,6690515,0.028,187334,Paid
S049689,LST-49689,C041239,A3503,9/27/2024,6337964,0.027,171125,Paid
S049691,LST-49691,C005471,A2843,10/1/2024,10549889,0.025,263747,Paid
S049692,LST-49692,C037228,A2944,9/9/2024,4513171,0.027,121856,Paid
S049694,LST-49694,C040165,A2993,9/11/2024,24262072,0.025,606552,Paid
S049695,LST-49695,C022214,A1498,4/16/2024,6221356,0.022,136870,Paid
S049698,LST-49698,C000052,A2065,8/3/2024,7523245,0.022,165511,Paid
S049700,LST-49700,C033575,A1077,4/16/2024,6134474,0.027,165631,Paid
S049703,LST-49703,C032532,A2135,3/24/2024,5919154,0.027,159817,Paid
S049706,LST-49706,C033546,A1930,4/11/2024,10446121,0.025,261153,Paid
S049712,LST-49712,C047484,A0560,8/14/2024,6801067,0.028,190430,Paid
S049713,LST-49713,C012714,A0677,3/8/2024,3834573,0.025,95864,Paid
S049714,LST-49714,C022664,A3084,4/19/2024,3661130,0.025,91528,Paid
S049716,LST-49716,C045842,A3306,8/13/2024,9375679,0.028,262519,Paid
S049719,LST-49719,C016500,A0292,10/22/2024,12040520,0.027,325094,Paid
S049722,LST-49722,C026252,A2760,10/4/2024,7232338,0.025,180808,Paid
S049723,LST-49723,C028391,A0051,3/8/2024,11009777,0.028,308274,Paid
S049725,LST-49725,C032175,A1571,4/11/2024,12502855,0.028,350080,Paid
S049728,LST-49728,C033345,A2481,10/6/2024,30816192,0.022,677956,Paid
S049729,LST-49729,C029163,A2352,10/13/2024,14797572,0,0,Paid
S049730,LST-49730,C000617,A3226,2/22/2024,13947766,0.025,348694,Paid
S049735,LST-49735,C041455,A2899,10/11/2024,7449847,0.028,208596,Paid
S049736,LST-49736,C039725,A0397,1/29/2024,33405666,0.022,734925,Paid
S049737,LST-49737,C008614,A3063,8/11/2024,24629550,0.022,541850,Paid
S049738,LST-49738,C016446,A1909,9/10/2024,7672280,0.028,214824,Paid
S049739,LST-49739,C014841,A2670,8/18/2024,8675726,0.022,190866,Paid
S049741,LST-49741,C027152,A0049,9/28/2024,2213865,0.028,61988,Paid
S049746,LST-49746,C015853,A0119,8/27/2024,8721431,0.022,191871,Paid
S049747,LST-49747,C045911,A0426,9/22/2024,12284909,0.028,343977,Paid
S049749,LST-49749,C015650,A3342,3/28/2024,16411118,0.028,459511,Paid
S049753,LST-49753,C003040,A0685,10/19/2024,3007640,0.028,84214,Paid
S049754,LST-49754,C031263,A1172,8/22/2024,3003037,0.028,84085,Paid
S049755,LST-49755,C009953,A3566,9/19/2024,3013799,0.028,84386,Paid
S049756,LST-49756,C031410,A0960,10/20/2024,3108662,0.022,68391,Paid
S049761,LST-49761,C034364,A2886,4/23/2024,6827740,0.027,184349,Paid
S049762,LST-49762,C023659,A1692,8/27/2024,5355892,0.022,117830,Paid
S049765,LST-49765,C041596,A0435,9/5/2024,5355269,0.022,117816,Paid
S049767,LST-49767,C028223,A2099,3/29/2024,5824166,0.022,128132,Paid
S049769,LST-49769,C048940,A2029,9/30/2024,7530182,0.022,165664,Paid
S049773,LST-49773,C000335,A3497,3/8/2024,4878474,0.022,107326,Paid
S049774,LST-49774,C028063,A1185,3/29/2024,33787430,0.022,743323,Paid
S049777,LST-49777,C034137,A1993,2/5/2024,15404098,0.028,431315,Paid
S049781,LST-49781,C032439,A3457,8/28/2024,4908787,0.028,137446,Paid
S049782,LST-49782,C028192,A2890,4/21/2024,5928157,0.022,130419,Paid
S049784,LST-49784,C002390,A1380,4/19/2024,40699922,0.022,895398,Paid
S049786,LST-49786,C025462,A2367,8/13/2024,7196997,0.027,194319,Paid
S049787,LST-49787,C043309,A3028,8/13/2024,5776316,0.028,161737,Paid
